categories,text,stars
Local Flavor,"Distance makes the heart grow fonder, right?",5
Local Flavor,"Winter in Phoenix, how do I love thee? Let me count the ways. When I am sweating in 120 degree summer weather, I think longingly to the 7 months out of the year that are a delicious 75 degrees. 

I love the smell of winter in Phoenix, yes the smell. It smells like orange blossoms and this perfume scent surprises me with every twist and turn. 

While I hate how they drive (can we please have a driving lane designated for snow birds?), I love how they make the streets come alive and make the businesses, events and festivals come together for entertainment of every shape and size. 

I love that I can wear sundresses in December. 

I love how I can climb Camelback Mountain in the dead of winter wearing nothing but shorts and a light pullover. 

I love all the events that happen, including the Fiesta Bowl, WM Open, Barrett Jackson and Spring Training. 

I love waking up in the morning and opening up my doors to a fresh breeze and birds chirping. 

I love that I can host parties on my patio in December. 

I love that I can read a book on my patio in December. 

I don't love the cost of living in the winter, but I do love that because of the tourist population in the winter months, the resorts can offer steal of deals in the summer for their loyal locals. 

I don't care what your opinion of Phoenix is. This city has amazing weather the majority of the year, tourists flock here to visit and we have every type of terrain just a drive away. #liveandlovelocal",5
Local Flavor,"Having lived in many cold weather climates throughout my years I have come to a realization, I am not a fan of shoveling snow. Seriously, who wants to do that? You start at one end of your property and by the time you finish you have to start all over again! 

Yeah, shorts on Christmas is a nice bonus too. Seriously, Phoenix in the winter is the bees knees.",5
Local Flavor,"It was like a vestige as a hummingbird fluttered in the blooming plant in my entryway as I left my Phoenix home for the last time in January.  I remember conscienciously thinking ""good bye palm tree, good bye outdoor swimming pool, good bye golf course, good bye"", as I drove away and headed for my dismal hotel by the airport.  Though a great adventure was ahead of me, I couldn't help but drop a tear as I watched my last Phoenix sunset for a long time.  It radiated pink and purple that day as if it was putting on a show just for me, with Camelback and the Papagoes as the backdrop.  

The people, oh the fabulous people that inhabit Phoenix, come to life in winter.  We have events, parties and conventions that are hard to beat...The Waste Management Open, The Super Bowl and even the nerdy International Science and Engineering Fair.  And I can't leave out the anticipation of spring training Cactus League baseball.  People flock to us in winter be it for the sunshine or whatever, I personally think it is for the nice people.  Don't listen to the foolish news, that loves to talk of our strange politics... I guess that is part of the allure in this wild part of the west as well.  

If you venture to the beautiful valley of the sun in winter, don't be foolish and forget a coat.  It may be sunny by day, but until the sun comes up there is frost on the ground.  This is after all a desert and it's mood swings in winter are no joke!  

If it chances to rain, a few days later go for a hike.  The blooming cacti and desert flora will fill your nose with the most amazing pungent tropical smells.  

As I sit here freezing with a jacket, boots and scarf on at a train station typing this review, the thought of Phoenix in winter makes me smile and warm inside.",5
Restaurants,"In the heart of Old Scottsdale, Pischke's Paradise lies in wait...catching tourists and locals alike with their diverse menu, and incredible food! 

Have had everything from breakfast to steak au poivre here.  Burgers,  salads, and steaks are good, but I always seem to gravitate back to their open face sandwiches on Boboli bread.  Try the Fire Island, or the Rocky Point Shrimp. Boboli bread with chicken or shrimp in a cream sauce topped with dofino cheese. You'll thank me later.

Ultra casual atmosphere, Fat Tire on tap, great food. What more can you ask for? Not much. Look for long waits at lunch or dinner...",5
Restaurants,Awesome little place right in the heart of old town Scottsdale! For Breakfast you can't go wrong...mimosas and pancakes or what ever you like.... This Family owned (for decades) establishment offers over 300 items on their menu!  I highly recommend breakfast but they are open for lunch and dinner as well!  It's definitely a hangover heaven!  You could go in your Pj's!,5
Restaurants,"Edit: Since I reviewed this place, it has become something else and I can no longer recommend it. I'll leave my original 4 star review in tact, but I'm taking away 2 of the stars to reflect the current state of the place - overpriced pretentiousness. I'm taking away one more star because they kept the name and ditched the no-brainer existing and working formula. My review of the new place is elsewhere here on Yelp. 

Here's my original review of the original restaurant - sad to see it gone:

Fantastic breakfasts - a little on the greasy side, but it's a neat little greasy spoon in old town Scottsdale. It belongs in Seattle or Minnesota really. It's certainly a favorable alternative to a breakfast at The Breakfast Club. The staff isn't quite as pretty (but so what?) and the food is a little bit more greasy (but it's oh so good). You don't have to get dressed up to go to breakfast like you do in some of the downtown scottsdale places which is nice. 

It beats going to Denny's and it's reliable for some good food... you can't go wrong here and the crowd is diverse and make for great people-watching. Sometimes it gets really busy, but the wait usually isn't too bad.",1
Restaurants,"I was a little dissapointed with the new Pischke's. 

Admittedly I was never a huge fan of the original, so maybe I'm not the most qualified to post the first review. 

The menu was pretty limited. I had the mozzeralla and tomato sandwhich with soup. The soup was cold. The sandwhich was boring. 

Maybe I made a mistake by not going with the burger or pastrami sandwhich (both looked really good), but nothing I had made much of an impression. The service was nice, but overall the concept seemed pretty uninspired.",2
Restaurants,"I am a big fan of Robert McGrath, who purchased Pischke's and made it ""Pischke's Blue Ribbon Cafe."" As far as I am concerned anything he touches turns to gold. Had a great brunch there recently with three other people. All four of us totally enjoyed our meal and the service from their very professionally-trained staff. Several staff members came by -- including Chef/Owner Robert McGrath himself -- to check on us and make sure our every need was being met. The food, presentation, service was quality through and through. I will DEFINITELY be back. For those of you who do not know, Robert McGrath used to be the chef at WIndows on the Green at The Phoenician, started Roaring Fork and I am sure has many other notable accomplishments.

Pischke's Blue Ribbon Cafe will continue to be a great success! Treat yourself to a great dining experience! (And no, I do not work there!)",5
Restaurants,"I must agree with Scott S, but I should point out that I'm probably even less qualified to write a review of this place as I didn't eat here... I merely wandered in and right back out. 

Gone is the crowd and the long wait on a weekend morning waiting for a Pischke's greasy and tasty breakfast. Gone is the kitschy decor that gave the place character. Gone are the sassy waitresses who looked like they needed a good night sleep. Gone are the bursting menus full of good eats at reasonable prices.

Replacing all of this is a bland and boring decor, 50% fewer menu choices, and 50% higher prices. The place was pretty empty while every other breakfast place in the neighborhood (we drove past 5 others) was packed with a line going out the door. Here's a tip for Mr Robert McGrath - if you buy a successful restaurant, don't make drastic changes and jack up the prices... in other words - if it ain't broke, don't fix it. 

I'm actually kinda pissed too because I thought Pischke's was pretty good and it was definitely adding character to our city... what's there now is just another boring restaurant. There's plenty of those around here... Pischke's was unique to the area. When I visit my sister in Minnesota, she has some really neat breakfast places she takes me to that are decorated as an eclectic mess, but that blow you away with good greasy food and are dripping with atmosphere and fun. Same story when I go to San Diego or Long Beach to visit friends. Neat hip cities have neat hip breakfast joints. Well now we have one fewer. 

It's true - I haven't eaten here and perhaps Robert McGrath makes the most bomb-ass bacon and eggs this side of the equator... but it would seriously have to blow my mind to put this place back on my list of places to go. The empty seats told me the story anyway. Before I left, I told the hostess to put it back the way it was. 

I plan to actually have a meal there sometime and then post a proper review... until then, this will have to do.",1
Restaurants,"Actually 2.5 stars but I'm feeling nice today.

Ordered several things. All of them turned out to be mediocre. Good menu, poor execution. 

The price of the food compared with the actual taste/presentation of the food is the reason for 2.5 stars. The service was good, though.

Plus, my soup was cold! Ick.",3
Restaurants,"This place was perfect before it was ""upgraded"". It was a simple, kitschy, affordable, little place that had heart. It was a Scottsdale legend... Tragedy struck the family recently. So. Instead of preserving what locals had come to love (obvious if you ever tried to eat here on the weekends), Mr. McGrath instead ""upgraded"" and turned a remarkable place into just another old town restaurant.

Don't me wrong, the Roaring Fork is genius... but this place was as well....",2
Restaurants,"The new ""Pischke's Blue Ribbion"" is a cleaner, updated, reinvented ""Pischke's""... and it really blows! It is overpriced and boring!

There is NO POINT in keeping the ""Pischke's"" name on this place whatsoever! I know tragedy struck this place once, and now it has again, with the complete disembowelment of what ""Pischke's"" was all about! 

It was a Scottsdale ledgend, it was a chill place to grab breakfast and work on the ol' hangover, it was actually perfect the way it was...

Too bad.",2
Restaurants,"Admittedly, two of these stars are for the $1 dollar mimosas that we drank several carafes of.  I mean pretty much the deal of the century- $1 Mimosas, PBR and Bloody's...not only for brunch, but also apparently on Sunday nights. The food was solid, but not amazing- we sampled the the burgers (yum) and the buttermilk fried chicken caesar- (pretty tasty). The fries here are also quite delicious- thin, crisp and just the right amount of salt. Service was not only prompt and friendly, but it was damn good lookin :) I think this spot is definitely underrated and worth checking out for a lazy Saturday brunch.",4
Restaurants,"Robert McGrath is an amazing chef.  That really is all that needs to be said when it comes to Pischke's.  If have have never been here before it is absolutely worth the trip.  You won't bump into a lot of tourists because the atmosphere is very laid back.  However, the food is wonderful.

We were huge fans of Roaring Fork (before Robert sold it) and we even had McGrath cater the rehersal dinner for our wedding.  

The green chili pork stew is by far one of the best items on the menu and it can be ordered to share with the table, or it is enough for a whole meal.

One of our favorite, casual, places in Old Town.",4
Restaurants,"Dear Mr. McGrath,

I recognize you are a talented award winning chef. I love the Roaring Fork. However, I am wholehaeartedly dissapointed in what you've done to Pischke's - its just not Pischke's anymore at all. Pischke's was a fun, friendly, unpretentious, comfort food joint. I loved hitting Pischke's for lunch after a NASTY hangover. The single BEST SALAD ON THE PLANET was the Blackened Cajun Ceaser Salad and now its gone. Old Pischke's would've gotten * * * * * five stars.

Now it's snobby and overpriced.

BOTTOM LINE: Bring back my salad or else!!",1
Restaurants,"If it were not for the bloody mary and mimosa specials....there would be no reason to step foot in the new Pischkes (and still, I would rather go pay $7 for a mimosa where there is some atmosphere and good food. 

What a shame, this used to serve the best breakfast in town and have an hour wait....people enjoyed having a cocktail at the bar and running into friends....now, it is pretty much seat yourself and enjoy a limited menu.  HINT:  Mr. McGrath, bring back the old menu and food....I love the Roaring Fork and eat there twice a month, but this place used to be the best breakfast joint in town....bring back the old Pischke's please!!!!",1
Restaurants,"Needs a new name - now.  

The Pischke's of old had such a sad ending.  I appreciated McGrath's effort to keep ""Pischke's"" alive.  But it is nothing, nothing, nothing like the Pischke's of old.  Call it ""The Blue Ribbon Cafe"" - take out the PIschke name - I can't imagine that Chris PIschke would have been honored to be remembered this way.  If his restaurant was a reflection of who he was as a person - Pischke's Blue Ribbon Cafe would be the exact opposite of who he was.  

The current restaurant is not a laid back, family friendly and yet a bar all at once restaurant that serves an unending array of crazy good sandwiches/salads/etc - the current decor is pretentious, and the food matches that.",1
Restaurants,I can't this is still listed.  PLACE HAS BEEN OUT OF BUSINESS FOR A YEAR.,1
Public Services & Government,"Are you Fucking kidding me!  You did NOT leave a disconnect notice on my fence for a non payment of $49.57.  Hold it, let me check that again.  Oh yes you did!  For a mere $49.50 are you kidding me!?  You Mother Fuckers!  I Fucking hate you!

I'm sorry I didn't get your Damn bill ... I practiclly never pickup my mail because all my bills BUT yours are auto paid.  My mailbox is nothing but a heaping pile of junk mail and your F'n bill.  

And no I'm not going to let you automatically deduct from my account.  I don't trust you, not even a little.  And no I'm not giving you my e-mail address.  I have no doubt you'd sell it to some spammer in Burma for a penny!

And no I am not calling your B.S. payment line in India and then call you back with my payment confrimation number!  You can go to Hell!  You'll get your damn $49.57 when Wells Fargo get it to you, you bastards!  

And if it weren't for Yelp! I'd proabaly go off the Damn grid just to spite you Fuckers!  

Assholes!",1
Public Services & Government,"I really hate this company - someday there will be competition on the grid, and awful for-profit monopolies like this dinosaur will die a quick death.

I switched banks, so there were two months where the autopayment I had set up with the old bank bounced because I hadn't yet set it up with new bank. An oversight that was my fault, to be sure, but as punishment they started making me pay with cash in a machine at the local Circle K for one full year. I appealed, and after speaking up the chain through two levels of supervisor over the course of an hour, they agreed to give me a second chance, though required a $350 deposit. FU.",1
Public Services & Government,"I just bought a home in Arizona...  Nobody is living in the house.  First three month's bill are 100, 98, and 120...   The house is freakin empty with nothing in it, and that's the bill?   Turns out those are just the fees.  Only about 10-15 bucks of actual usage.   I think its time for politics to step in and regulate this company for grossly overbilling its customers.",1
Public Services & Government,You turned off my utilities by accident at my current resident when you were supposed to turn off utilities at a different address I informed you off..then it takes you 12 hrs to turn it back on..while my wife and 4 month old baby have no electricity  and all the food has gone bad..no way of getting a hold of her while I am at work cuz her phone won't charge.,1
Public Services & Government,"Let me just start by saying that my rating is based on my heartfelt opinion that APS is a Legal monopoly, just like most power providers in the United states. I believe that monopolies, particularly for services that are required for health and safety (which they are in a state that gets as hot as AZ) are despicable. 

When I confronted APS with their monopoly status in the north valley shortly after signing up for service with them after several years with SRP further south in the valley I was politely told that they are NOT a monopoly.  I asked how she could possibly say that they weren't a monopoly when they were the only power option available in the north valley.  She replied that APS was not preventing me from paying SRP or any other company sums in the millions of dollars to run a separate power line up to my house and provide me with power.  Humm... nope, if it's not accessible to the masses (who don't have millions of dollars), then I still declare them a monopoly.

That being said, I have actually gotten nothing but good service, which I quite frankly expect, considering they have always charged 50% more than SRP, and have raised their rates 6% -40% a year since I started service in 2003.  APS provides lots of useful charts and graphs on their website to help you figure out how much energy you're using and where you can best save money.  They also offer several plans to accommodate the best pricing per your usage.  But all the cool tools in the world don't make up for the fact that they know they have you over a barrel, because you don't really have any other options for power unless you sell your family home and move to SRP territory.

I'm on the equalizer with APS, wherein they charge you a flat rate year round so that you won't have low bills in winter and high in summer.  I couldn't afford my summer bills if I weren't on this plan.  I've managed to stay afloat the last several years by consistently improving my home, replacing single pane windows with dual pane, my Homeowners Insurance replaced my AC and Roof after a hail storm, etc. which have improved the efficiency of my home to a point where APS's rate hikes have not changed how much I owe for the past 2 years.  At some point it occurred to me that my car payment was cheaper than my power bill... and it shouldn't be like that.

In this month's power bill I get a notice of their intent to raise rates by another 6.6% this year.  I'm a bit offended, but there's not a damn thing I can do. Sure, they invite you to a hearing, but they expect you to provide proof... of what exactly?  That they're overcharging customers and reporting a 70% increase in profits while submitting a request for a rate increase for a start. 

I'm sure some people will flog me for saying this, but at this point I just wish power was city run.  At least then I'd feel like I was being raped for the benefit of my local government and not to line the pockets of some skeeze-ball company... seems to work for water, sewer, and trash, why not add electric?",2
Public Services & Government,"I just moved to Phoenix from Chicago and I've also lived in Lexington Ky this is the first time I've seen so many superfluous charges on my electric bill.  If you subtract the $28 to install (when power was already on btw) my fees add up to $50 and my actual electric usage was $30 for the month of december.  I've never seen a delivery charge for electric in my life (gas yes, but that makes sense).  This delivery charge was divided into 2 segments one being $17 and the other $6.  I hope someone can tell me that SRP doesn't have this kind of fees as we are most likely moving to Mesa.",1
Public Services & Government,"APS sucks. Just moved to Phoenix from Mesa where I had SRP.  I can't believe all of the crazy fees APS tacks on. They are way more expensive than SRP. They spend 1 million per year for weatherization programs. That's our money they're using. I would rather my money stay in my pocket than pay for all of their ridiculous programs, advertising, and events. JERKS! Cut back APS, and save us some money.",1
Public Services & Government,"Okay so I assumed that if there's only 2 electric companies in a city and you don't have a choice which one you get with your residence, there wouldn't be much of a difference in service. Well. I guess I'm a fool.

I've been with SRP since I moved out on my own and I didn't love it because I was paying for a necessity but whatever. Responsibilities as an adult, right? Then I move to this place that happened to be in a small pocket in Tempe controlled by APS and BAM my electric bill went from $30/mo to $75. Well that's strange, maybe it's just some startup fees/deposit and I guess I accidentally left the heater on all day a few times. Oh, just kidding, I have SIXTY DOLLARS OF FEES. My actual electricity usage? $15. This is absolutely ridiculous. I'm sure my neighbors think they're living next to a psycho now, because you should've heard the tantrum I threw (assumption could also be due to me being alone most of the day, talking and singing to myself rather loudly, but lets disregard that fact).

Sweet, fee-less SRP, I can't believe I took you for granted. If I could, I would break my lease over this just to move back to you. Now I know why you're supposed to ask what electric company is used before you move into a place. (Very expensive) lesson learned. Once I'm out of here, APS is never going to see a penny from me again. Doesn't matter that my actual electricity service is fine (the 1 star), but the fees are just plain unfair and bad business practice. I can't believe they're still around.",1
Public Services & Government,"I actually want to rate 0, but apparently I cant. I have never been so utterly disgusted with a company until I was forced to deal with APS. Isnt it funny that there is NOTHING ANYONE can do about it?! Actually its not funny at all, its scary and wrong and unjustified. They have a monopoly on the power supply and they know it. They can do WHATEVER THEY WANT and there is nothing ANYONE can do about it.  (Unless of course you go off the grid completely, which isnt very practical for most people) I would love to lead an APS protest.",1
Public Services & Government,"APS is a very bad company.  The default, tiered usage plan will have inexperienced consumers spending 6 times the normal price, per kWh.  They use a 3rd party CC billing company because they're too cheap to process CC cards - kind of sucks if you're forced to pay with an international CC that won't work for online payments due to the fact that the billing address is foreign and doesn't have a zip code because their offices won't accept CC payment in person.  I own a house in Las Vegas and have NEVER had any of the issues that I have had with this horrible company that I am forced to use. I will be terminating my lease upon it's expiration and the primary feature for my new rental will be that the house is in an SRP area.  APS is a very bad company and I will be happy to never deal with them again.",1
Public Services & Government,"APS is a piece of crap.  Charging me 3 days at house I never lived in. The moron Jason received our transfer to moved, and put the wrong address in.  Stupid monkey talked to a supervisor Pat? and she didn't do nothing.  I wish SRP services this area im in.  One day hopefully.",1
Public Services & Government,"APS has the most incompetent customer service. Their service compared to SPR is so much more expensive!!!! I am talking $40 compared to APS's $120+ bill. 

It's been since January 2013 that we moved out and we have still NOT received our deposit back!!! And it's already end of March!!! Every time you call, the story is different with each representative. ""Oh, it went out yesterday!"" ""Oh, it actually takes 3 weeks to be released..."" ""Oh, ...."" Avoid making a deposit at all cost! They charge through roof and I am almost suspicious their meter numbers are reported wrong because one month that we lived there and we were on vacation for most of the month, turned eveything off and didn't use heat or A/C, the bill was still high as if we used electricity every day... Nothing makes sense with them. 

THEY SUCK.

Choose SRP ONLY! Their customer is the best and their rates are very appropriate.",1
Public Services & Government,I never actually appreciated them until I had to deal with SRP. They are actually better than I thought.,4
Public Services & Government,"If I could give this company no stars I would. APS has no idea what customer service is or how to take care of its loyal customers. After being on hold for more 30 min and getting no help I was put on hold for another 20 min to have to call back on Monday because the department I needed to speak to closed while I was holding an hour. I truly believe that its an injustice that I can only get my power from them. Something needs to be done. This company uses it monopoly status to bully its customers. 

This company is horrible.",1
Public Services & Government,"This is a no star company, once a monopoly but no more, now you have solar as an alternative at least for the moment. APS is secretely funding anti solar commercials, TV and print and using a fat, ugly lobbyist, Chris May, to be their mouthpiece. TV commercials picture one neighbor against the other , insinuating the neighbor without solar pays for his next door neighbors electricty. Tell APS's Prosper and 60 plus campaigns to go back to the dark hole they climbed out of and shine some light on their true source of their monetary backers. APS will go the way of landline phone companies. They need to change with the future instead of using lobbyists to try and protect their dinosaur way of having a monopoly on electricity produced by nuclear, coal and oil. Solar is the future, inexpensive and clean.",1
Public Services & Government,"This company is a bully. Abusing their power and policy. You guys need to do some changes. We had issue with our account and couldn't pay it get the phone. Customer service rep was horrible. Didn't help. I have money on the account and can't Ben pay online,debit card, or credit card. Must be cash. Fine. We went to kiosk same thing aps placed account into collections. I have money sitting in my account and can't even pay and rep tell me I need to pay at kiosk but can't. Told to wait until Monday morning but the Shut Off is possible and scheduled. A.G. Needs to look this company up and APS be shamed of yourselves. You need to change your board and senior management. This is abuse and inconvenient.",1
Public Services & Government,"I really did not have any problem with APS until the very end when I sold my house, then APS decided to show how they really run their business.

I had signed up for the equalizer plan in 2013, and was paying just over $100 a month for my power through APS. I sold my house in August 2013, called APS and told them to turn off the power on August 30 2013, then figured I would pay my last $100 bill and all would be good. Then APS sent me a bill for $450.

I called to question the bill and was told that due to signing up for the equalizer plan, the total amount of power that I actually used that month (which was over the $100) would now be due in full ($450). I then asked what the purpose of the equalizer plan was, since obviously it doesnt save you any money if you end up owing the full amount of your bill anyways once you move. The woman told me that the purpose of the equalizer was only to ""let you know what your bill is going to be every month"".

I suppose I could have done better research here, but I am extremely unhappy with APS springing a bill on me at the last second that is more than triple the amount I signed up for when I decided to use the equalizer plan.

Bottom line, the equalizer plan makes APS money, it does not save you any money. I would not advise using this plan unless you want a larger bill than expected once you decide to move.",1
Public Services & Government,"FUCK YOU APS!!!!  A $5 ""convenience"" fee for paying online?  I'm already paying 3 or 4 times the electricity cost due to your ""fees"", but its just a slap in the face when you slap a ""convenience"" fee onto an online payment.  APS is nothing but a sucky greedy company that has a monopoly and treats its customers like shit.  FUCK YOU APS.",1
Public Services & Government,"APS is a true racket. We moved from Tempe with SRP 2br/2ba, $150/m summer average. Not too bad. Moved to Scottsdale and now have APS. Same 2br/2ba. $236-255. ACTUAL power usage is $140, the rest is FEES. 

$40 delivery charge? I didn't know someone dropped off my power every day? Must of sub contracted Santa...",1
Public Services & Government,"This needs to be posted on every APS Yelp page until they consolidate al of them. 

APS is absolutely deplorable. They have a complete monopoly on Phoenix.  Consumers don't have a choice for power service provider and because APS knows this, they charge like old mob racket. I have had service with them, again, no choice, and one day I get a letter stating that I have a security deposit required. I had service at this new address for 5 months before this came to so I called. They told me because I was past the due date that they can at their discretion ask for one. EVEN AFTER SERVICE HAS BEEN CONNECTED.  I obviously have no choice in the matter. I asked them what past due meant. They told me after 13 days!!! My mortgage allows 30 days. The credit bureau reporting system is based on 30 days. The whole world works off 30 days. Past due after 15. Very crafty how the bill is due JUST before most people would pay their bills from their paycheck on the 15th. 

They charge me 1.5 times my bill for the last 12 months. Now remember, I have only been there for 5 months so rather than judge it on MY last bills which are low, I have to be averaged off of another family. So the deposit was massive. 
So I tell them (based on principal) that I cannot afford to pay it. So they say they will separate it into 2 payments (how generous). So I make the first payment of 80. Mind you, this is NOT for services rendered. 
Next month I get my bill in the mail, and like every month, I pay it.  

Few days later my power gets shut off.  I think its a building fuse or from a storm, but as I am walking to the maint office, I see the yellow tag on my meter. 

So I call APS and say WTF?? They tell me I was shut off for non payment. I quickly log on to my bank and see it was paid and I tell them this. They say, "" no, it was for security deposit"". I asked them what do I owe on my service. They said nothing. I said, so I got disconnected over an arbitrary deposit when my bill is paid in full? They said yes. 

They then tell me there is a reconnection fee and if I want it done that day there is 100 rush fee.  Now, this is all happening in the morning. I went to the gym and came home within the hour. So you know the service guy was within a mile. 

I talked to the ""manager"" and he was "" nice enough to cut me a break"" and not charge a reconnection fee. So I waited until the next day so I wouldn't have to pay the rush fee, and avoid reconnection. So because it was a cool 115 that day, I had to sleep at my gf's, WITH MY 2 KIDS!!!!

The next day all of my food was bad and still cost me over 100 for no reason.  

APS needs to be stopped and there needs to be regulation.",1
Public Services & Government,"Literally THE wost company known to human kind. I almost converted to an Amish community because of this horrid company. The world needs to know how terrible this company is, lies, deceit, if you work for aps you should feel ashamed. I paid my bill 3 weeks early, I give them my bank act info (same as every other bill I pay, cox, credit card ect...) then I get a call 2 days after my bill was due, we are talking 3 weeks after I posted my bill, saying that there was a problem with my payment and now I will get charged with a late fee! I get charged for their mistake, then I pay by phone and get slapped with a 5 dollar inconvenience fee. Ban aps. Hopefully capitalism plays a role and some better electric company and stomps them.",1
Public Services & Government,"BAD service is so rampant nowadays it is disgusting.  I called near the end of August to have power connected on 8/29/14. Of course they requested a $250.00 deposit, even though I had had service with them before and always paid on time, but whatever (it had been a few years).
I called back on 9/2/14 to disconnect because it turned out I was not going to be moving to the location (nobody was at the location at all during this time either so there was no power consumption). I was told it would be disconnected and they confirmed the address to send my deposit back to. The associate stated 7-10 business days. After 10 business days I called back and was told they got confused and didn't realize I had actually disconnected service, they thought I was transferring it. Ummm ok. Not sure what happened to the entire conversation I had with the previous rep DISCONNECTING SERVICE AND GIVING THEM MY FORWARDING ADDRESS IN CA FOR THE REFUND. So, I was told it would now be processed and take 14-21 days. Ok. Annoying but whatever. After thinking about it, I decided to call back to see if they could bump up the timeframe since the issue was on their end. The associate assured me it would mail within 4 business days. Ok. Not sure why the timeframe keeps changing.  I wait 4 business days and call once again just to confirm the it was being sent out and was told ""yes it went out on the 23rd"" (which was indeed 4 days after my last call). Here we are, 4 more business days after the refund allegedly mailed out and still nothing. I send mail from CA to GA and it takes at MAX of 3 business days. Not sure where these refunds generate from that would take longer than 4 business days. Pretty sure it was not sent. So here I am, on hold, 51 minutes later and haven't even spoken with a live person. Pathetic. Oh, and I found out my deposit would be short $40 because of fees. I feel sorry for anyone that lives in an APS only location. I had SRP for a few years and had absolutely zero problems with them.",1
Public Services & Government,"APS is one of the biggest examples of crookery in the municipal power industry. No matter how much a person tries to reduce their power usage, the fees and taxes that APS tacks on makes it impossible. My last bill was $244, and 95.00 of that was taxes/fees. They put on fees for the most ridiculous reasons, they pass on EVERYTHING to the consumer. The worst was when they started installing the SMART meter, the kind that flashes electromagnetic waves through your house every fifteen minutes. First off, as our master bedroom is about five feet away from the meter...we started having sleep problems. Next my arm began to have a pins and needles feeling in it. My husband demanded they remove it (as they didn't bother to let us know they were changing our meter) and they did...with another SMART meter that is read by someone driving by.  By the way, APS is putting the knuckle on the commission to let them charge 30.00 a month to those who refuse the SMART meter, not to mention how they are trying to penalize those who have solar power. This is a monster of a monopoly and if we were in the days of the French Revolution they would be burned down. The CEO made $7,000,000 last year. I bet he gets a big bonus as well for screwing so many customers. This is a quote from a page glorifying him *(NAME REMOVED) is chairman of the board, president and chief executive officer for Pinnacle West Capital Corporation and Arizona Public Service Company (APS), Pinnacle West's primary subsidiary. The companies are headquartered in Phoenix. APS serves 1.2 million customers across Arizona and is among the nation's top-performing utilities for reliability and customer satisfaction.* You can bet it wasn't a customer who wrote that garbage. I am so disgusted with the ripping off of the average person to make these monopolies so wealthy. I have never had my service cut off but the first summer after the SMART meter was put on, our bill soared from 200.00 in 2012 to 459 in 2013...and we set our A/C on 83 and are careful to use on off-peak. One month (Oct 2013) we used only 47 kilowatts...but our bill was over $200 due to the ridiculous 'demand charge' 'usage fee', etc. I don't know how the bigwigs at APS can sleep at night, but I do believe that to be a CEO, you must be a sociopath as well. I couldn't sleep knowing I was essentially cheating so many people who are trying to get by.",1
Public Services & Government,"I have read all these reviews, pretty bad looking, however I would like to post that my service with APS has been fantastic.  I spoke to Chad today and Chad was friendly, answered ALL of my questions AND made helpful recommendations for me.  I would recommend calling them.  They were very nice and very short wait time to be helped.  Thank you Chad!",5
Public Services & Government,Great experience with APS. Appreciate all their Support team does. They always take great care of me! Big thanks to Kerrie for assisting everything I need!,5
Public Services & Government,"For the third time in as many months our area (Jomax north to Pinnacle Vista and West of 68th street) is without service.  Customer support is a call center with poorly ""trained""  workers. Asking to speak with a supervisor results in a ten plus minute hold. Next time the executives request a rate hike I will be at the hearing to voice my experiences. Anyone know the CEO'S home phone number?",1
Public Services & Government,If they didn't have a monopoly on electricity in my neighborhood I would switch providers in an instant. Poor customer support and believe it or not the quality of the power they provide is poor with a very large amount of voltage variance.,1
Public Services & Government,"Any review higher than 1 is BS. APS is a monopoly and will rob you and your family dry. 

They will make you pay bills from previous tenants and threaten to shut off power of not paid. This has happened to TONS of people. It is all over the Internet. 

APS will be owing a ton in a lawsuit sooner or later. 

Die APS.",1
Public Services & Government,"The worst! We were given a time frame of 4-6 weeks to get our solar panels approved and it has been eight weeks and have heard nothing. Now when we call we are told they can not give us a time frame, in the mean time they are racking up our electric bill double what it has normally been and adding ridiculous fees. Un-freaking believable, it is beyond me how they get away with this!",1
Public Services & Government,"Terrible. terrible. So this is a company that will use the income it gets from you to pay celebrities like Steve Nash to tell you to use solar and save energy.  Who pays for this? Of course you do. But that wouldn't be so bad if it was true.  This is the face they want the public to see, but it is far from their real face. Like any for profit business, they don't people to consume less of their product so they can make less profit.  Nope. They will do everything in their power  to eliminate residential solar, and make it as difficult and expensive for their customers as they can.  The only thing they know is higher profits. Their CEO alone make $7.2M salary last year. That's almost $6 per customer for that one guy.",1
Public Services & Government,"I previously had SRP living in Tempe.  My last bill for the month of June was $78 living in an 800 sq ft apartment.  So I recently purchased a 1200 sq ft home and was a little surprised to see my bill more than four times that rate - at $363.  The bill included more than $150 in standard, monthly fees (not including taxes).  Rot in a fire APS.",1
Public Services & Government,"APS is truly a terrible company. Not only do they pad bills with fees that often total twice your electricity rate but they don't bother performing regular upkeep on their infrastructure. In my neighborhood, the power flickers and goes out during every storm. This means they leave up old, wooden poles that constantly sway in storms and sometimes even topple over if the wind speed is just a bit too powerful. Sometimes the power outage is a mere two minutes and the worst yet was this week when my power went out for more than 24 hours. 

The best solution APS could offer, instead of reimbursements or even credits for more than a day without electricity was a bag of ice at 10AM (14 hours after the power went out) and absolutely no ETAs for electricity restoration. How is a bag of ice supposed to keep my family and my pets comfortable when the temperatures reach 106° outside? How is a bag of ice supposed to keep a stocked fridge from going bad? A freezer may be able to keep food at a relatively safe temperature for up to 48 hours but a fridge can only do so for 4 hours before the temperatures begin rising. My food already went 10 additional hours without proper cooling, which meant that any ""help"" they provided was just an attempt to save face.",1
